频道名,地址,回播地址,回播类型,回播天数,tvg-id,tvg-name,国家分组,语言分组,图标,原分组,分辨率,来源文件
Sampit TV (720p) [Not 24/7],https://sampit-tv.siar.us/live/sampit-tv.m3u8,,,,SampitTV.id@SD,,,,https://i.imgur.com/8cFJa8G.png,General,,iptv-org-all.txt
Samuel Goldwyn Classics (1080p),https://samuelgoldwyn-classics-1-us.roku.wurl.tv/playlist.m3u8,,,,SamuelGoldwynClassics.us@SD,,,,https://i.imgur.com/XC30JAF.png,Classic,,iptv-org-all.txt
Samuel Goldwyn Films (1080p),https://samuelgoldwyn-films-1-us.roku.wurl.tv/playlist.m3u8,,,,,,,,,Undefined,,iptv-org-all.txt
San Ignacio TV (720p),https://amixtv.live:3753/live/sitvlive.m3u8,,,,SanIgnacioTV.hn@SD,,,,https://i.ibb.co/XJNGsv0/903784d2b8df3f29a43579b78d4341d3.png,General,,iptv-org-all.txt
San Isidro TV (720p) [Not 24/7],https://5790d294af2dc.streamlock.net/expresooriental/expresooriental/playlist.m3u8,,,,SanIsidroTV.do@SD,,,,https://i.imgur.com/pwmJrsm.jpg,General,,iptv-org-all.txt
San José TV (1080p),https://rtmp.info/sanjosetv/envivo/playlist.m3u8,,,,SanJoseTV.cr@SD,,,,https://i.ibb.co/mbB8hqL/blanco-crop.png,Religious,,iptv-org-all.txt
San Marino RTV (720p),https://d2hrvno5bw6tg2.cloudfront.net/smrtv-ch01/smil:ch-01.smil/chunklist.m3u8,,,,SanMarinoRTV.sm@SD,,,,https://i.imgur.com/ZJSWusT.png,Undefined,,iptv-org-all.txt
San Marino RTV Sport (720p),https://d2hrvno5bw6tg2.cloudfront.net/smrtv-ch02/smil:ch-02.smil/master.m3u8,,,,SanMarinoRTVSport.sm@SD,,,,https://i.imgur.com/PGm944g.png,Sports,,iptv-org-all.txt
San Pedro TV (1080p) [Not 24/7],https://iptv.ixfo.com.ar:30443/live/sanpedrotv/playlist.m3u8,,,,SanPedroTV.ar@SD,,,,https://i.imgur.com/UkpXogr.png,Undefined,,iptv-org-all.txt
Sana Plus (1080p) [Not 24/7],https://galaxyott.live/hls/sanaplus.m3u8,,,,SanaPlus.in@SD,,,,https://i.imgur.com/N6tKUZv.png,Music,,iptv-org-all.txt
Sana Tv,https://d35j504z0x2vu2.cloudfront.net/v1/master/0bc8e8376bd8417a1b6761138aa41c26c7309312/sana-tv/index.m3u8?ads.vf=-nqSBaSbTTO,,,,SanaTV.in@SD,,,,https://i.imgur.com/CR7DGBv.png,Entertainment,,iptv-org-all.txt
Sandesh News (1080p),https://dkshlpp7ugzua.cloudfront.net/sandeshnews/index.m3u8,,,,SandeshNews.in@SD,,,,https://jiotvimages.cdn.jio.com/dare_images/images/Sandesh_News.png,News,,iptv-org-all.txt
Sandzak TV (576p),https://streaming.iptv.nextfiber.rs/nxt004/master.m3u8,,,,SandzakTV.rs@SD,,,,https://i.imgur.com/lm9Fgsp.png,Undefined,,iptv-org-all.txt
Sangaji TV (720p) [Not 24/7],https://cdn.gunadarma.ac.id/streams/sangajitv/ingestsangajitv.m3u8,,,,SangajiTV.id@SD,,,,https://i.imgur.com/4rTNT8F.png,Undefined,,iptv-org-all.txt
Sangeet Bangla (720p),https://cdn-4.pishow.tv/live/1143/master.m3u8,,,,SangeetBangla.in@SD,,,,https://ltsk-cdn.s3.eu-west-1.amazonaws.com/jumpstart/Temp_Live/cdn/HLS/Channel/transparentImages/Sangeet%20Bangla.png,Music,,iptv-org-all.txt
Sangeet Bhojpuri (576p),https://cdn-4.pishow.tv/live/1293/master.m3u8,,,,SangeetBhojpuri.in@SD,,,,https://jiotvimages.cdn.jio.com/dare_images/images/Sangeet_Bhojpuri.png,Music,,iptv-org-all.txt
Sangeet Marathi (720p),https://cdn-3.pishow.tv/live/1229/master.m3u8,,,,SangeetMarathi.in@SD,,,,https://xstreamcp-assets-msp.streamready.in/assets/LIVETV/LIVECHANNEL/LIVETV_LIVETVCHANNEL_SANGEET_MARATHI/images/LOGO_HD/image.png,Music,,iptv-org-all.txt
Sangsad TV (1080p),https://www.btvlive.gov.bd/streams/ef8b8bbc-98b7-4ba7-a49d-a0adaf259d35/ES/9ee3b4f9-fd0a-47c5-a135-2575c5691613/9ee3b4f9-fd0a-47c5-a135-2575c5691613_3_playlist.m3u8,,,,SangsadTV.bd@SD,,,,https://i.imgur.com/jkouxLg.png,Legislative,,iptv-org-all.txt
Sankara TV (576p),https://cdn-3.pishow.tv/live/1135/master.m3u8,,,,SankaraTV.in@SD,,,,https://i.imgur.com/2z0bDRD.png,Religious,,iptv-org-all.txt
Sankhya TV (720p),https://5c59fd5680a05.streamlock.net/live/_definst_/ngrp:SANKHYATV.stream_all/playlist.m3u8,,,,SankhyaTV.tt@SD,,,,https://i.ibb.co/Dgv6PvM/STV-NEW-LOGO-WITH-WHITE-SHADOW.png,Religious,,iptv-org-all.txt
Sansad TV 2 (1080p) [Not 24/7],https://hls.media.nic.in/hls/live/rstv/rstv.m3u8,,,,SansadTV2.in@HD,,,,https://jiotvimages.cdn.jio.com/dare_images/images/Sansad_TV_RajyaSabha.png,Legislative,,iptv-org-all.txt
Sanskar TV (1080p),https://d26idhjf0y1p2g.cloudfront.net/out/v1/cd66dd25b9774cb29943bab54bbf3e2f/index.m3u8,,,,SanskarTV.in@SD,,,,https://xstreamcp-assets-msp.streamready.in/assets/LIVETV/LIVECHANNEL/LIVETV_LIVETVCHANNEL_SANSKAR/images/LOGO_HD/image.png,Culture;Religious,,iptv-org-all.txt
Sanskar UK (1080p),https://d34z4embz0hjf6.cloudfront.net/out/v1/7ac2789ff9a544a49337d1ffc54ce61c/index.m3u8,,,,SanskarUK.in@SD,,,,https://i.imgur.com/AU5vSPF.png,Religious,,iptv-org-all.txt
Sanskar USA (1080p),https://d2netiedy8cz3x.cloudfront.net/out/v1/9bf6fa4ac8d6432cb98da13b121ba3c2/index.m3u8,,,,SanskarUSA.in@SD,,,,https://i.imgur.com/5WBWruX.png,Religious,,iptv-org-all.txt
Sanskar Web TV (1080p),https://deatfcv3xdvi3.cloudfront.net/out/v1/7a43dd2f64e34ec28da1b4bd6923251a/index.m3u8,,,,SanskarWebTV.in@SD,,,,https://i.imgur.com/mu2B6hw.png,Religious,,iptv-org-all.txt
Santa Cecilia TV (1080p) [Not 24/7],http://flash1.crossdigital.com.br/2063/2063/playlist.m3u8,,,,SantaCeciliaTV.br@SD,,,,https://i.imgur.com/KxYsq1d.png,Education,,iptv-org-all.txt
Santa Maria Community Television Education Channel (720p),https://livestream.telvue.com/santamariactv2/f7b44cfafd5c52223d5498196c8a2e7b.sdp/playlist.m3u8,,,,SMCTVChannel24.us@SD,,,,https://i.imgur.com/4Autljp.png,Education,,iptv-org-all.txt
Santa Maria Community Television Government Channel (720p),https://livestream.telvue.com/santamariactv1/f7b44cfafd5c52223d5498196c8a2e7b.sdp/playlist.m3u8,,,,SMCTVChannel23.us@SD,,,,https://i.imgur.com/J2SKPoY.png,Legislative,,iptv-org-all.txt
Santa Maria Community Television Public Access Channel (720p),https://livestream.telvue.com/santamariactv3/f7b44cfafd5c52223d5498196c8a2e7b.sdp/playlist.m3u8,,,,SMCTVChannel25.us@SD,,,,https://i.imgur.com/5jBOsTc.png,General,,iptv-org-all.txt
Santa María Televisión (720p) [Not 24/7],https://pantera1-100gb-cl-movistar.dps.live/smtv/smtv.smil/playlist.m3u8,,,,SantaMariaTelevision.cl@SD,,,,https://i.imgur.com/SnbGpoK.png,Undefined,,iptv-org-all.txt
Santa Monica City TV 20 (Santa Monica CA) (360p) [Not 24/7],https://cdn3.wowza.com/5/bGZUOHp2TnhudnM2/santamonica/G0039_002/playlist.m3u8,,,,CityTV20SantaMonica.us@SD,,,,https://i.imgur.com/NY4fOLy.png,Legislative,,iptv-org-all.txt
Santiago TV (720p) [Not 24/7],https://mlb.essastream.com:8081/telemilenio/playlist.m3u8,,,,SantiagoTV.do@SD,,,,https://i.imgur.com/10SUxGZ.png,General,,iptv-org-all.txt
Santvani Channel (576p),https://cdn-2.pishow.tv/live/475/master.m3u8,,,,SantvaniChannel.in@SD,,,,https://xstreamcp-assets-msp.streamready.in/assets/LIVETV/LIVECHANNEL/LIVETV_LIVETVCHANNEL_SANTVANI/images/LOGO_HD/LOGO_HD_image.png,Undefined,,iptv-org-all.txt
Saraounia TV,https://live20.bozztv.com/dvrfl06/astv/astv-saraouna/index.m3u8,,,,SaraouniaTV.ne@SD,,,,https://i.imgur.com/O8XIcpH.png,News,,iptv-org-all.txt
Sarapiqui TV (720p) [Not 24/7],http://tiquiciatv.com:1935/stv/web/playlist.m3u8,,,,SarapiquiTV.cr@SD,,,,https://i.imgur.com/obTnd32.png,General,,iptv-org-all.txt
Sarbedaran,https://ncdn.telewebion.com/sarbedaran/live/playlist.m3u8,,,,SarbedaranTV.ir@SD,,,,https://static.telewebion.com/channelsLogo/ad6e035d-4215-4d88-a25e-da6ff8e0526f/default,Undefined,,iptv-org-all.txt
Sardari TV (1080p) [Not 24/7],http://158.69.124.9:1935/sardaritv/sardaritv/playlist.m3u8,,,,SardariTV.ca@SD,,,,,Undefined,,iptv-org-all.txt
Saryarqa (720p) [Not 24/7],https://stream.kaztrk.kz/regional/karagandytv/index.m3u8,,,,Saryarqa.kz@SD,,,,https://i.imgur.com/EIXwi1c.png,General,,iptv-org-all.txt
SAS TV (720p),https://cdn.streamhispanatv.net:3390/live/sastvgtlive.m3u8,,,,SASTV.gt@SD,,,,https://i.imgur.com/VShjB3o.png,Entertainment,,iptv-org-all.txt
Sat 7 Arabic (240p),https://svs.itworkscdn.net/sat7arabiclive/sat7arabic.smil/playlist_dvr.m3u8,,,,Sat7Arabic.cy@SD,,,,https://i.imgur.com/BzDjQeQ.png,Undefined,,iptv-org-all.txt
Sat 7 Kids (1080p),https://svs.itworkscdn.net/sat7kidslive/sat7kids.smil/playlist_dvr.m3u8,,,,Sat7Kids.cy@SD,,,,https://i.imgur.com/M0ik0i2.png,Kids;Religious,,iptv-org-all.txt
Sat7 Pars (1080p),https://svs.itworkscdn.net/sat7parslive/sat7pars.smil/playlist.m3u8,,,,Sat7Pars.cy@SD,,,,https://i.imgur.com/VTLQeul.png,Religious,,iptv-org-all.txt
Sat 7 Türk (720p),https://svs.itworkscdn.net/sat7turklive/sat7turk.smil/playlist_dvr.m3u8,,,,Sat7Turk.cy@SD,,,,https://i.imgur.com/cKQIK4i.png,Undefined,,iptv-org-all.txt
SAT.1 Gold (576p),https://dash4.antik.sk/live/test_sat_eins_gold_tizen/playlist.m3u8,,,,SAT1Gold.de@SD,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Sat.1_Gold_Logo_2019.svg/512px-Sat.1_Gold_Logo_2019.svg.png,Undefined,,iptv-org-all.txt
Sathiyam TV (720p),https://live-cf-sathiyamtv.dailyhunt.in/master.m3u8,,,,SathiyamTV.in@SD,,,,https://xstreamcp-assets-msp.streamready.in/assets/LIVETV/LIVECHANNEL/LIVETV_LIVETVCHANNEL_SATHIYAM_TV/images/LOGO_HD/image.png,News,,iptv-org-all.txt
Satranç TV (480p) [Not 24/7],http://139.162.182.79/live/test/index.m3u8,,,,BricveSatrancTV.tr@SD,,,,https://i.imgur.com/TXDV1ty.png,Undefined,,iptv-org-all.txt
Satsang TV (1080p),https://d2vfwvjxwtwq1t.cloudfront.net/out/v1/6b24239d5517495b986e7705490c6e65/index.m3u8,,,,SatsangTV.in@SD,,,,https://xstreamcp-assets-msp.streamready.in/assets/LIVETV/LIVECHANNEL/LIVETV_LIVETVCHANNEL_SATSANG/images/LOGO_HD/image.png,Religious,,iptv-org-all.txt
Satsang Web TV (1080p),https://d1ji7e9jbzm5g8.cloudfront.net/out/v1/769f22f64d80442889306b9c4abea63c/index.m3u8,,,,SatsangWebTV.in@SD,,,,https://i.imgur.com/40kNu1w.png,Religious,,iptv-org-all.txt
Saudi Thaqafiya TV (1080p),https://shd-gcp-live.edgenextcdn.net/live/bitmovin-thaqafeyyah/28c0d2a20dbf1dc049ce15d3973f494b/index.m3u8,,,,SaudiThaqafiyaTV.sa@SD,,,,https://shahid.mbc.net/mediaObject/55f69983-5b4b-47c7-9c25-06ed5ad860a4?height=auto&width=512&croppingPoint=&version=1&type=jpeg,Culture,,iptv-org-all.txt
Saudia Radio (1080p),https://live.kwikmotion.com/sbrksasaudiaradiolive/srpksasaudiaradio/playlist.m3u8,,,,SaudiaRadio.sa@SD,,,,https://i.imgur.com/CvrR7wW.png,Undefined,,iptv-org-all.txt
Savane TV,https://savane24.tv:5443/LiveApp/streams/Y4fyif69Q0ll6MeH2190896734859843.m3u8,,,,SavaneTV.bf@SD,,,,https://i.imgur.com/mv3S1Zc.png,General,,iptv-org-all.txt
Saved by the Bell,https://xumo-xumoent-vc-111-0pd1g.fast.nbcuni.com/live/master.m3u8,,,,,,,,,Undefined,,iptv-org-all.txt
Sayare TV (720p) [Not 24/7],https://goliveafrica.media:9998/live/636dedfa327d7/index.m3u8,,,,SayareTV.ke@SD,,,,https://i.imgur.com/M2Fnxj7.png,Religious,,iptv-org-all.txt
SBB TV,https://cdn-th-vip2.livestreaming.in.th/watsanghathan/watsanghathan/playlist.m3u8,,,,SBBTV.th@SD,,,,https://i.imgur.com/B1tyK1Z.png,Undefined,,iptv-org-all.txt
SBC (1080p),https://shd-gcp-live.edgenextcdn.net/live/bitmovin-sbc/90e09c0c28db26435799b4a14892a167/index.m3u8,,,,SBC.sa@SD,,,,https://i.imgur.com/9JSQglj.png,General,,iptv-org-all.txt
SBC TV (720p) [Not 24/7],http://cdn.mediavisionuae.com:1935/live/sbctv.stream/playlist.m3u8,,,,SBCTV.so@SD,,,,https://i.imgur.com/VLhgTIA.png,General,,iptv-org-all.txt
SBN TV International,http://trn03.bozztv.com/gin-sbntv/index.m3u8,,,,SBNTVInternational.us@SD,,,,https://i.imgur.com/NJu6oYB.png,Religious,,iptv-org-all.txt
SBS6 Classics (1080p) [Geo-blocked],https://sbs6classic.prd1.talpatvcdn.nl/v1/master/8ada1ed2ae3b9c3db6fc5e604cfa78fc7d2d745e/sbs6classic_ssai/fea54560ba684701a2143f33a9cf4489/index.m3u8,,,,SBS6Classics.nl@HD,,,,https://upload.wikimedia.org/wikipedia/commons/8/8d/SBS_6_logo_2013.png,Entertainment,,iptv-org-all.txt
SBS CJB (540p) [Not 24/7],http://1.222.207.80:1935/live/cjbtv/playlist.m3u8,,,,HLDRDTV.kr@SD,,,,https://i.imgur.com/zVunmpQ.png,General,,iptv-org-all.txt
SBS G1 (360p) [Not 24/7],http://61.82.49.4:1935/live/_definst_/tv.stream/playlist.m3u8,,,,HLCGDTV.kr@SD,,,,https://i.imgur.com/ABdmZMc.png,General,,iptv-org-all.txt
SBS JIBS (720p) [Not 24/7],http://123.140.197.22/stream/1/play.m3u8,,,,HLKJDTV.kr@SD,,,,https://i.imgur.com/iAz0Psw.png,General,,iptv-org-all.txt
SBS JTV (406p) [Not 24/7],http://61.85.197.53:1935/jtv_live/myStream/playlist.m3u8,,,,HLDQDTV.kr@SD,,,,https://i.imgur.com/byss0Ld.png,General,,iptv-org-all.txt
SBS KBC (1080p) [Not 24/7],https://vod.ikbc.co.kr/KBCTV/tv/playlist.m3u8,,,,HLDHDTV.kr@SD,,,,https://i.imgur.com/Srsw4Mi.png,General,,iptv-org-all.txt
SBS KNN (1080p) [Not 24/7],https://stream1.knn.co.kr/hls/9ly4534y7dm2xfa123r2_tv/index.m3u8,,,,HLDGDTV.kr@SD,,,,https://i.imgur.com/gaBq1Lz.png,General,,iptv-org-all.txt
SBS TBC (540p) [Geo-blocked] [Not 24/7],http://203.251.91.122:1935/on-air-Backup/tv/playlist.m3u8,,,,HLDEDTV.kr@SD,,,,https://i.imgur.com/jknoVmp.png,General,,iptv-org-all.txt
SBS UBC (540p) [Not 24/7],https://stream.ubc.co.kr/hls/ubctvstream/index.m3u8,,,,HLDPDTV.kr@SD,,,,https://i.imgur.com/BBCoqIf.png,General,,iptv-org-all.txt
SBT Interior (720p),https://cdn.jmvstream.com/w/LVW-10801/LVW10801_Xvg4R0u57n/playlist.m3u8,,,,SBTInterior.br@SD,,,,https://i.imgur.com/IkZfa4j.png,General,,iptv-org-all.txt
SBT TV,http://122.155.12.107:1935/live/sbt_tv_aac_300/playlist.m3u8,,,,SBTTV.th@SD,,,,https://i.imgur.com/rmNDylW.png,Undefined,,iptv-org-all.txt
SBTV (1080p) [Not 24/7],https://live.leveex.hr/hls/live.m3u8,,,,SBTV.hr@SD,,,,https://i.imgur.com/MIampxZ.png,General,,iptv-org-all.txt
SC Currents,https://reflect-communitytv.cablecast.tv/live-5/live/stream-3/live.m3u8,,,,SCCurrents.us@SD,,,,https://i.imgur.com/8FZsNyK.png,News,,iptv-org-all.txt
Scares by Shudder,https://amc-scaresbyshudder-1-us.xumo.wurl.tv/playlist.m3u8,,,,,,,,,Undefined,,iptv-org-all.txt
Schie TV (576i),https://d2n2i1jp4j20kw.cloudfront.net/nlpo/clr-nlpo/schietv/index.m3u8,,,,SchieTV.nl@SD,,,,https://i.imgur.com/kt4Aqvq.png,Undefined,,iptv-org-all.txt
Schladming-Dachstein TV (720p),https://m317.video-stream-hosting.de/gzSoftware-live/_definst_/smil:livestream.smil/playlist.m3u8,,,,SchladmingDachsteinTV.at@SD,,,,https://i.ibb.co/VjnzhMM/Logo-Schl-Dachstein-TV-HP-JPG.jpg,Travel,,iptv-org-all.txt
Schwab Network,https://d35j504z0x2vu2.cloudfront.net/v1/master/0bc8e8376bd8417a1b6761138aa41c26c7309312/tdameritrade/playlist.m3u8?ads.vf=IWO_yR1U6o4,,,,,,,,,Undefined,,iptv-org-all.txt
Sci-Fi World,https://streams2.sofast.tv/v1/master/611d79b11b77e2f571934fd80ca1413453772ac7/a985e052-6868-4365-ac45-52afe9008b25/manifest.m3u8,,,,,,,,,Undefined,,iptv-org-all.txt
Scientology Network (1080p),https://stream6.scientology.org/master.m3u8,,,,ScientologyNetwork.us@SD,,,,https://i.imgur.com/HOYF8NA.png,Undefined,,iptv-org-all.txt
Scripps News (1080p),https://aegis-cloudfront-1.tubi.video/7e1c26b7-7975-4240-9a4f-480eaa8f3ea4/playlist.m3u8,,,,ScrippsNews.us@SD,,,,https://i.imgur.com/W0Jvi5o.png,News,,iptv-org-all.txt
SCTV1 (720p),https://liveh12.vtvprime.vn/hls/SCTV1/index.m3u8,,,,SCTV1.vn@SD,,,,https://i.imgur.com/UcMXcHF.png,Undefined,,iptv-org-all.txt
SCTV4 (720p),https://liveh12.vtvprime.vn/hls/SCTV4/index.m3u8,,,,SCTV4.vn@SD,,,,https://i.imgur.com/qkZhzQq.png,Undefined,,iptv-org-all.txt
SCTV6 (1080p) [Geo-blocked],https://live.fptplay53.net/epzhd2/film360_vhls.smil/chunklist.m3u8,,,,SCTV6.vn@SD,,,,https://i.imgur.com/2oOVS42.png,Undefined,,iptv-org-all.txt
